id,num_vertices,num_faces,volume,surface_area,average_edge_length,genus,max_ver_magdisp,max_ver_stress,max_hor_magdisp,max_hor_stress,max_dia_magdisp,max_dia_stress,max_tor_magdisp,max_tor_stress,num_tets,mass,High_Stress_Area,Critical_Area_Ratio,curvature
197,45654,91328,337167.096968505,63088.93326949651,1.158801820674186,6.0,0.4602454,620.0383,0.3316515,385.566,0.235033,391.8651,0.2885608,470.2202,653105,1.5071369234492176,10443,0.0813273419673382,0.09901898915507218
198,19336,38692,176666.07637660258,50651.51336914633,1.7255494329479903,6.0,0.4955256,653.9168,0.451508,408.8754,0.2745469,303.0647,0.2263878,339.7081,209990,0.7896973614034136,5140,0.1173489189744526,0.0859361703245259
199,51796,103612,209506.14904120905,53973.011995861496,1.010287117148362,6.0,0.5661752,602.3333,0.364007,338.5406,0.2864498,325.9647,0.1906662,320.2633,700683,0.9364924862142046,12302,0.0884705002445128,0.16120047831826798
200,20218,40456,211965.82063005213,54233.31580638552,1.7291963093229703,6.0,0.8261831,961.0109,0.8784966,666.2438,0.1894987,419.7036,0.3430009,667.8015,233956,0.9474872182163332,5153,0.1071599392767276,0.10022876232386366
202,15967,32006,93069.5311172004,36183.561622739726,1.567042647508784,19.0,1.266683,778.2502,1.105127,733.0999,0.4085709,563.3912,0.3464292,496.5028,171243,0.4160208040938858,3620,0.1010806131851562,0.17290096827039378
204,44232,88492,67822.4579755766,63033.23723626621,1.167005721139177,8.0,17.3943,5175.85,5.86068,1973.781,11.31549,3218.477,1.172027,863.6809,384096,0.3031663871508274,7916,0.0932413013262974,0.11625666566561647
205,20011,40050,193064.41692669623,56498.99185864726,1.781978639213425,8.0,0.7501809,713.2783,0.9525217,985.8569,0.2603402,517.3823,0.2382204,369.285,218847,0.8629979436623322,4863,0.1065909738509085,0.08938516727472835
206,21701,43422,204011.32389815745,54180.32657360744,1.6699963498762134,6.0,0.7152556,942.7166,0.6997947,593.9979,0.2051936,424.1847,0.1166436,238.2739,237198,0.911930617824764,4776,0.0967643900561217,0.08029480091132409
207,38777,77582,151127.0394929298,54671.86513130024,1.1913026060935623,8.0,0.9312342,1154.359,0.6065276,514.7628,0.4696598,1064.368,0.2645646,582.1482,460262,0.6755378665333962,8540,0.0909129620166922,0.13128420545538014
208,44354,88728,209996.00811771204,53949.804852270085,1.0825653631617491,6.0,0.6969683,718.4734,0.5017601,417.5597,0.3030898,340.6512,0.2679689,527.4767,556579,0.9386821562861728,9880,0.0879120879120879,0.12384786683225218
209,32659,65338,314065.8571252596,68356.73106705426,1.5294029615720528,6.0,0.3483807,575.9565,0.2399208,291.6516,0.1899914,312.0699,0.1708933,302.1965,405046,1.4038743813499104,7294,0.0890794069514667,0.0797343568231682
211,35123,70274,322314.1428047356,70288.5990925553,1.4837705038355642,8.0,0.4071012,532.1953,0.254028,287.3932,0.2171072,265.2679,0.1614228,317.061,458237,1.440744218337168,8491,0.092859720688109,0.1054157285851118
213,31156,62332,166104.31534794136,64287.12336378216,1.5168951578557266,6.0,1.136659,1038.027,0.6262053,464.697,0.5921749,646.6346,0.2031753,314.7336,315422,0.7424862896052979,5238,0.0786616408115454,0.11778598718363477
214,23238,46496,366828.3549824237,54663.40434605303,1.5948680936420665,6.0,0.3548719,620.0698,0.2096494,328.001,0.2215371,310.668,0.1792514,323.8152,297466,1.639722746771434,5202,0.0868258975514496,0.08172091983597743
217,55765,111606,209578.65913941705,61448.98248015432,1.0363554345469823,20.0,0.7203012,834.5911,0.3281083,382.5646,0.5011595,552.6929,0.1731003,299.4579,721187,0.9368166063531944,12599,0.0870613762317398,0.1449493964615934
220,79289,158962,132493.01232177965,83990.81688559282,1.0307581879297594,97.0,5.821193,4239.771,5.021454,3585.739,1.803465,2041.968,0.3698632,795.4005,759965,0.5922437650783551,15089,0.0927287029412126,0.23498367574123244
221,28912,57896,156612.6115947671,46436.63928395021,1.2636398727245457,19.0,1.542481,1526.42,1.479916,1173.649,0.482741,1152.415,0.3820052,480.7624,383431,0.700058373828609,8535,0.1115074076977345,0.13946056054955083
223,21768,43564,177375.9434675952,46853.873565290174,1.4959614329638278,8.0,2.080375,1743.223,1.943606,2069.862,0.6619168,986.6133,0.4254426,491.4639,271093,0.7928704673001506,5539,0.1008429369890946,0.13860084038582118
225,18190,36400,277422.2666089026,49236.34994856915,1.7520300110509803,6.0,0.798806,1008.098,0.5945102,680.8104,0.3726833,576.8,0.2045109,313.9875,215219,1.2400775317417947,4059,0.0919970082273747,0.06700289780848867
228,13179,26378,165645.22477194705,42214.82472763317,1.9208333476982884,6.0,0.8407053,781.8556,0.414783,494.095,0.5190238,605.0585,0.1446813,225.681,130734,0.7404341547306034,3170,0.1130487500445775,0.06588230823558744
229,21455,42930,167859.98501299488,52695.07950750088,1.6584364362754056,6.0,3.074259,1532.295,2.889285,1155.132,0.7146143,718.9396,0.3357922,324.0246,233119,0.7503341330080872,5353,0.1100625051402253,0.08644014678123033
230,45524,91104,147272.5438031312,108430.16390451182,1.6282708674850217,15.0,1.529611,1404.179,0.6787544,1294.306,1.285059,1508.799,0.3107675,1056.746,362095,0.6583082707999965,8047,0.0989097434762835,0.09265746941245871
233,45816,91308,356115.3416514155,123904.23418323405,1.7514302092091687,-80.0,0.2890284,461.7606,0.222412,272.1417,0.1411676,231.6071,0.1671259,306.0098,527137,1.5918355771818276,9036,0.0853668905705297,0.14731615548288032
234,42856,85804,139607.12179273684,51017.98939995533,1.0852677975095446,24.0,1.622845,2352.699,1.342928,1151.872,0.5722948,1483.536,0.2221614,403.6947,577001,0.6240438344135337,10300,0.0896790708203458,0.16613245040909969
235,53439,106906,142061.53534636326,44046.1525546692,0.9111844036396566,8.0,1.168115,1334.408,1.11226,760.0717,0.4371251,706.9091,0.6223174,638.5589,749645,0.6350150629982438,12678,0.0856998005880961,0.14078400239196823
236,15182,30384,52057.541203689485,29937.511369187087,1.4494915590373396,6.0,32.47631,7835.377,29.41071,7615.212,6.704006,1847.518,1.741156,1340.996,148667,0.232697209180492,2293,0.0721704645599899,0.26736274022134915
237,47478,94976,251062.2582439223,85321.2853846365,1.334117795929698,6.0,0.458061,711.8808,0.233478,346.0438,0.3235666,449.9294,0.1916095,337.4814,558411,1.122248294350333,9686,0.0851928404943049,0.11024197953352934
238,37709,75438,285017.77981504134,53821.78807401307,1.2188981879246297,6.0,0.3660431,555.3786,0.2457401,299.4573,0.1936065,300.181,0.1719923,307.499,564406,1.2740294757732349,9367,0.0851924948386099,0.1637183829060454
240,17573,35174,159315.86909008014,43100.87319009568,1.6346660759762992,8.0,2.264069,1565.837,2.366219,1153.671,0.5903288,747.0511,0.3896121,451.8122,197094,0.7121419348326583,4541,0.1109753415283853,0.0995536464922232
241,25928,51876,198908.2311024236,45302.27087607305,1.3634091847653655,6.0,1.359764,1145.837,0.9622061,615.9183,0.6255444,627.9241,0.4024016,352.4831,320857,0.8891197930278335,6269,0.096383875034593,0.08957644081852253
242,32522,65072,198516.1655788193,48072.1179155355,1.244513426167077,8.0,1.689558,2091.458,1.116732,1015.052,0.7626888,1177.342,0.3165019,351.1247,408954,0.8873672601373223,6762,0.0817891528375828,0.11525571782100065
245,107658,215604,159876.02831888327,106895.92223991056,0.9933869661629636,73.0,3.719538,3260.166,2.450361,1675.783,1.705823,1840.193,0.397643,519.8283,851884,0.7146458465854083,17893,0.0927261797415088,0.22502374735974862
246,21131,42310,94207.17152507296,49374.52880780206,1.591544975265761,13.0,15.19392,7371.391,8.816358,4622.325,8.881372,4483.329,1.814512,1461.922,194075,0.4211060567170762,4625,0.109615339037281,0.17085476279294728
247,25389,50798,165685.35977932677,45730.26883653799,1.3957722342759833,6.0,0.8237563,629.2505,0.4253905,508.6851,0.5011492,473.3491,0.2631921,323.5468,291441,0.7406135582135908,5565,0.092591052027353,0.10236132131621067
248,16283,32586,355289.63345710456,46237.40123698925,1.7854168233474528,6.0,0.4596581,815.8813,0.3774944,541.4766,0.193701,383.542,0.1850583,380.8927,193953,1.5881446615532575,3597,0.0903564520585797,0.05374658147058355
249,17369,34758,131339.5919705762,41010.183403580486,1.6391046910016862,6.0,1.317854,1084.459,1.152475,948.665,0.3994386,589.1465,0.4145726,444.8188,194742,0.5870879761084757,3981,0.0988061850040952,0.10107636096056513
252,16219,32458,354432.24121542217,46163.89961415446,1.7902158280087646,6.0,0.4742419,817.7936,0.3964656,564.5647,0.2165753,436.0302,0.1838459,330.8979,193618,1.5843121182329372,3459,0.0870955558353267,0.052767449322225456
254,31729,63574,130329.18243946244,62146.45763099095,1.4362377334227114,30.0,1.30622,1213.001,0.7594011,772.4644,0.6572717,828.2252,0.2316387,540.7032,345384,0.5825714455043972,6795,0.0944983728756988,0.16167274104174567
255,34659,69338,158133.4786090337,48757.4975186462,1.208487051038263,6.0,0.9631003,1059.747,0.7284831,663.944,0.3544339,442.6972,0.204898,322.07,402134,0.7068566493823807,6994,0.0847398073544556,0.11516245015821204
256,49464,98948,165226.77253508777,43711.34670218348,0.93119200991437,6.0,0.6728474,681.0175,0.5194606,470.1341,0.2624501,300.2913,0.1950532,313.1418,700746,0.7385636732318425,12015,0.0870677410939447,0.12846638309475072
257,49113,98246,165210.96098098558,43707.93760396659,0.9381531179044044,6.0,0.6730908,719.2302,0.5190626,489.8733,0.2625405,311.0183,0.1974495,321.474,698018,0.7384929955850056,11980,0.087231951068555,0.12493017456919904
258,51674,103368,147097.9025798108,48267.50387533924,0.962009018578354,6.0,1.467373,1057.464,0.9663056,531.9222,0.6234431,535.6973,0.2575271,361.5419,633885,0.6575276245317543,9646,0.0749867844149382,0.12916205583070106
259,51998,104016,147089.4917799348,48267.99662816287,0.9584326177402738,6.0,1.475869,1084.768,0.9582818,537.0969,0.6358202,555.9264,0.2534066,346.641,636358,0.6574900282563085,9639,0.0746023760690375,0.12768621285301848
261,38186,76404,190783.0644977915,48405.22686988823,1.1166610374806047,9.0,1.098115,766.6071,0.9827191,674.6845,0.2778945,372.2584,0.2136141,228.6425,554160,0.852800298305128,9517,0.087650466480627,0.14348899080006094
262,38658,77348,156886.98771876015,45398.13595876179,1.0718594041952023,9.0,1.48718,885.3989,1.397577,890.23,0.364809,507.0533,0.3296258,417.0474,526891,0.701284835102858,9505,0.0909108299140149,0.14650243191691487
266,15576,31172,142361.70054896042,45414.466175386144,1.8286792178033164,6.0,4.944237,1616.171,2.204192,1102.884,3.130641,1087.983,1.759051,635.8889,148566,0.6363568014538531,3638,0.1131324439468856,0.0637302448309977
267,17283,34586,162175.1140246939,46715.14017823905,1.7523911145779096,6.0,0.952322,793.4774,0.3784575,585.6165,0.7145488,554.8234,0.1881966,309.142,176805,0.7249227596903818,3953,0.1052982072933592,0.07953482214392109
268,14850,29724,114949.45238728724,40880.83968339803,1.7693989669799122,7.0,1.657627,2196.052,1.186607,1055.004,1.744372,2470.573,0.7128534,1794.192,143809,0.513824052171174,3025,0.0976436410587475,0.09364748638620744
269,52632,105308,143287.11112888058,57536.02805980552,1.0660710691825968,12.0,2.194019,3127.678,1.874961,1522.196,0.6741613,1623.565,0.3268635,328.2886,693003,0.6404933867460962,11644,0.0842376363688977,0.13168076761579567
270,64210,128440,97991.63217824908,42192.19955065573,0.8187626935468106,6.0,4.203918,7061.758,3.299637,4384.939,1.383612,2956.979,0.4345464,470.3744,813880,0.4380225958367734,13645,0.0835077540728772,0.18315789594709173
271,20134,40304,224108.68689999887,43251.97392412054,1.4812508234903172,10.0,0.2989962,346.3643,0.2176644,258.482,0.1452333,226.7423,0.1696861,348.4632,228641,1.001765830442995,4094,0.0862948442308503,0.12816420456913358
275,53730,107492,124773.3504462832,59353.74652109193,1.048328025541398,9.0,1.100473,1320.208,0.7671265,1150.224,0.4899016,721.7878,0.2246894,315.4517,709795,0.557736876494886,10826,0.0767572779739368,0.15159501736432948
279,11319,22674,104803.6974903254,35070.26910953331,1.888797521662753,10.0,1.771454,1275.97,2.610341,2053.811,0.6139008,1167.008,0.4266988,487.8145,102770,0.4684725277817546,2568,0.113517814516842,0.0912223014148068
280,22637,45294,237919.80642606763,56369.07323888151,1.6306730747622122,6.0,0.6369593,790.1678,0.6552311,461.3847,0.2161268,491.2582,0.1959465,301.2023,298914,1.0635015347245225,6175,0.103487573111666,0.10026032840227823
281,308930,619300,157133.2499849691,133063.18280864725,0.6952361201643559,361.0,2.140411,3148.818,1.323296,1295.856,1.271203,2290.17,0.4294983,1465.291,3020741,0.702385627432812,73848,0.1149848732796567,0.25233440316757944
282,58623,117226,122229.448521868,127342.88246375496,1.562203625440323,-4.0,0.8553409,729.2319,0.6194211,575.7559,0.4960758,567.2596,0.3769149,511.8692,315081,0.54636563489275,7227,0.0904143521993694,0.07206924635611256
284,34692,69368,378010.1916909661,78944.79603856694,1.576781552412096,-3.0,0.2692679,553.7444,0.2154864,309.0487,0.119032,259.3188,0.1519254,291.8789,467501,1.6897055568586186,7978,0.0862850282821946,0.08264662350897588
285,32692,65472,191632.0817336815,46318.286698775046,1.1978153276217696,23.0,0.622995,854.3665,0.3896522,581.2985,0.3107042,382.3372,0.1756474,325.6124,416762,0.8565954053495564,8342,0.099484806563946,0.13296009753544888
289,34582,69184,292597.53697927203,47017.3156476447,1.1459502574366962,6.0,0.2732325,501.7373,0.2407945,337.1962,0.1415006,281.7984,0.1700354,323.6224,468719,1.307910990297346,7589,0.0814322810481361,0.10622427992514934
290,28879,57778,275000.10318770783,45523.18148325169,1.2465702182920937,6.0,0.2813661,527.1093,0.2629905,330.4723,0.1433292,277.2252,0.1686789,307.6227,383200,1.2292504612490542,6472,0.0845471528040862,0.10613596062490403
291,34922,69864,257165.0956523749,48264.36036180057,1.1534013421629692,6.0,0.5529662,821.5345,0.5967259,508.8758,0.1783509,405.112,0.1882942,387.8362,455701,1.149527977566116,8191,0.0896513982378372,0.11013488303437491
293,36388,72808,145496.3036476466,43295.47508696051,1.0853451858336178,9.0,1.470153,904.5343,1.138746,1037.366,0.5088692,525.7758,0.2996038,343.4246,483403,0.6503684773049804,8594,0.0891022384423178,0.14820137270227418
295,20263,40546,95027.69756029383,35614.53386108298,1.3790707669790088,6.0,3.290421,2372.27,3.225575,1932.317,0.7095117,895.214,0.778734,743.526,224017,0.4247738080945135,4032,0.0863586712073507,0.1304128887753035
296,50033,100094,125562.27211918271,44507.72524092964,0.9431662947730248,8.0,1.544969,1278.883,1.186117,1373.53,0.6963984,1409.66,0.2643672,320.1934,610285,0.5612633563727468,11245,0.090733777655849,0.15767253604743767
297,14950,29920,163058.1890155358,40693.503601405086,1.7210877008956815,6.0,0.9278451,1808.868,0.7127613,636.5004,0.4060957,1282.551,0.4178403,1271.627,185362,0.7288701048994451,3921,0.1043679629481753,0.0860905441026544
302,28135,56306,191366.7524591725,44857.79927336983,1.3040327166759298,10.0,0.8870167,1219.909,0.8133544,845.7382,0.2993334,597.9106,0.1378327,306.0466,372831,0.8554093834925012,7257,0.0974420946626384,0.09799153673697494
306,54605,109230,119837.53262532482,49863.11571572944,0.956874595446712,6.0,0.8717233,853.9379,0.5628148,509.0078,0.5211432,528.2435,0.3384041,423.8621,641437,0.535673770835202,10453,0.0797257306730123,0.14636010069810515
308,49320,98660,111082.41763744965,37714.39341812295,0.8805637788183729,6.0,3.75937,2949.513,5.955966,3034.885,2.352173,2167.345,0.5770165,1182.768,644993,0.4965384068394,10603,0.0821689566720138,0.1700729946418428
309,48201,96422,112630.8068348422,37863.30724180728,0.8952053934719711,6.0,3.480072,2770.382,5.092356,2496.899,2.01304,2066.978,0.5697177,1101.676,637735,0.5034597065517447,11146,0.0875796553702059,0.17158357706107524
310,24005,48030,120874.51394662033,64869.88366006765,1.7369255843325175,6.0,0.8732155,818.4481,0.5812249,652.1857,0.4364776,449.2013,0.3754287,470.1357,233700,0.5403090773413929,5630,0.1137879461578883,0.16474722558293717
311,23483,46986,235442.3753709609,48414.01639731873,1.4975151421079846,6.0,0.9912639,1175.228,0.8680817,711.0995,0.2797537,553.2158,0.3346863,604.9918,309969,1.0524274179081952,6410,0.1035675046855813,0.09783743324680058
312,38226,76472,123949.41373787478,47748.446854819726,1.1056672473231075,6.0,2.403704,1737.713,1.206253,1132.879,1.469867,1215.119,0.3563106,343.445,435012,0.5540538794083003,7605,0.084670281343591,0.1494968230536971
316,57489,115026,100569.88685726456,67679.92813309208,1.0934462569590486,13.0,1.293694,1103.119,0.8375552,660.2144,0.6981165,692.4079,0.2800864,472.3209,569217,0.4495473942519726,12337,0.102221412059094,0.14216563770878457
318,27361,55010,134599.62569289884,55323.14246651078,1.4667182960081628,73.0,2.164655,3370.399,2.029508,2188.189,0.7165384,2627.207,0.5143748,662.3671,301454,0.6016603268472579,5804,0.0927052885460092,0.18122659118109208
319,34293,68606,178480.58833962775,58862.87235186711,1.296423375921617,6.0,0.8362415,800.7688,0.4983049,412.9347,0.4848632,545.8815,0.2071774,299.0294,442395,0.7978082298781362,8716,0.098503684281904,0.10950784054201897
320,41087,82194,126256.00596293832,42007.79288108746,1.014577163206272,6.0,0.6157697,838.1965,0.4243356,554.9873,0.4540232,622.9531,0.2325185,331.8263,548295,0.5643643466543343,9401,0.0861134011175231,0.12056491437808921
321,24303,48626,166045.7709185421,45626.55690258305,1.459303528912921,6.0,0.4111013,633.3698,0.3162469,343.1705,0.2824826,369.1861,0.1968237,324.071,272483,0.7422245960058833,5631,0.0998298053398574,0.09025415827310265
322,17104,34228,115691.89647017707,33522.39671450241,1.4787762200223418,6.0,1.258506,1408.934,1.108969,888.2554,0.3432556,581.1772,0.4054727,518.7607,177953,0.5171427772216916,3971,0.10554433340421,0.08262122462392718
323,19240,38508,113769.6633199028,33618.981956635434,1.3789356720162145,8.0,1.267838,1318.73,1.154967,858.9889,0.3443564,576.5898,0.4434206,559.2134,209400,0.5085503950399656,4755,0.108700621799561,0.09301001589361521
324,26495,53094,108644.48513577496,56622.074196041256,1.5204266206493326,27.0,0.9586688,928.5172,0.8429097,1585.678,0.4142107,673.6348,0.412379,616.1819,249552,0.4856408485569141,6261,0.1166421372282355,0.20665257638366993
325,56889,113798,150771.30469893344,78292.71337223951,1.173693154491608,6.0,0.952305,984.4182,0.684612,881.0883,0.6410376,694.5821,0.2259017,327.3973,538189,0.6739477320042325,8919,0.0770453426397035,0.13716283008515406
329,20413,40846,312568.6578050684,49263.53237672868,1.6298875347192043,6.0,0.3365807,589.366,0.2614651,333.9398,0.1430147,293.6556,0.1747692,320.9069,246471,1.397181900388656,4597,0.09145346755262,0.08870176874336656
331,42264,84548,355166.27919474395,60111.26315712631,1.186737683392459,6.0,0.3225254,635.743,0.2691086,335.172,0.1511562,360.2934,0.09422731,201.4245,586794,1.5875932680005056,10217,0.0881125273815478,0.11899609502371204
332,70760,141540,237291.7119023809,61311.19485582056,0.9191522669363696,6.0,1.135088,1299.239,1.275693,953.8135,0.2873992,607.8045,0.1972927,332.3731,1021944,1.0606939522036427,17704,0.0883627143684242,0.144794015461253
335,31934,63924,160036.7213670966,76243.09315133619,1.599260315880226,15.0,0.7315121,584.5158,0.5184712,645.9551,0.6045513,548.442,0.2690755,306.0715,296250,0.7153641445109218,7809,0.1219070515322291,0.11651152111667737
336,31934,63924,160036.7213670966,76243.09315133619,1.599260315880226,15.0,0.7309631,579.3438,0.5185261,646.4514,0.6039966,541.9263,0.268773,315.3459,296070,0.7153641445109218,7820,0.1220940217645864,0.11651152111667737
337,42820,85680,126741.91388864005,37080.17876018041,0.9398221549850736,11.0,1.077461,1309.06,0.7637237,879.7103,0.4301676,648.6993,0.466491,625.7531,598078,0.5665363550822211,10321,0.0873602329380496,0.13854052426729616
339,14720,29460,96730.02645240456,34061.21824714015,1.5923908771233823,6.0,2.177333,1531.695,3.246701,1549.716,1.047281,1155.112,1.70267,2419.125,148294,0.4323832182422484,3626,0.1150234741784037,0.12415428003068459
342,45218,90480,164182.4233599321,42940.87076586608,0.9749776327290048,12.0,0.7365363,985.1981,0.6074721,715.1389,0.2737251,424.0084,0.2079958,414.5236,633632,0.7338954324188965,10063,0.0805974930919867,0.1757094686600228
345,34632,69312,194246.6595591273,57676.837010489005,1.3451383874594651,13.0,1.150319,1466.059,1.027054,1027.813,0.3563221,764.6288,0.1945542,944.439,439357,0.8682825682292991,8512,0.0962449542632941,0.15010252627089776
348,16442,32904,256150.02682925208,46808.012079466665,1.782161484018836,6.0,0.3608078,498.7833,0.2364168,311.2278,0.1916051,341.3753,0.1514152,330.9739,197162,1.144990619926757,4029,0.1000422119037568,0.0714915249301209
351,19987,39994,178069.77509651604,55500.99556458634,1.7539100687877518,6.0,1.771523,1579.856,1.069471,740.3026,0.8296214,840.6498,0.2275451,318.8517,190859,0.7959718946814267,3368,0.0818031672010104,0.12314004697523184
356,37346,74720,152162.84276355233,40332.35599700752,1.018391956479784,8.0,0.4234447,685.5771,0.6168718,535.9398,0.3195722,488.433,0.1890565,454.3027,480303,0.680167907153079,9670,0.1001325435944166,0.1293934170938685
357,35551,71126,208804.6337554932,48578.64460534093,1.2047396360153433,7.0,2.760831,980.8328,1.487109,710.401,1.346834,881.1893,0.642288,554.4762,439409,0.9333567128870548,7843,0.088098848638023,0.10913891497089359
361,31952,63928,109599.15611892268,43552.64191236792,1.1818868340947546,7.0,1.087524,870.9703,0.5473148,530.0439,0.7276161,758.226,0.2096473,345.7552,373156,0.4899082278515844,7072,0.0926685448470156,0.15236271333478385
362,32699,65414,289097.2459305024,54163.04051374482,1.285614124646511,5.0,1.652304,1959.705,0.8114655,661.8934,0.9475518,1579.929,0.3814609,848.5021,430107,1.292264689309346,7121,0.0827176842300901,0.10078317212165117
364,79513,159054,104421.01460352234,75654.31039711449,0.9735913553738444,8.0,0.9857747,976.7981,0.7249834,623.0533,0.8514802,855.906,0.4816047,928.1476,825015,0.4667619352777449,16156,0.0934775187608847,0.17935889421086246
365,53009,106194,125169.18066793193,46601.87365398818,0.9559051016760766,45.0,1.440166,2005.056,0.8988599,814.2074,0.9487884,1635.376,0.6095687,767.4805,665095,0.5595062375856558,11416,0.085036648590668,0.14693895285879854
366,29997,60014,259886.75840306823,49692.327047807565,1.2845996367930448,6.0,0.9306367,1049.376,0.7336534,526.6788,0.3689364,566.4131,0.2891013,405.882,617630,1.1616938100617151,10549,0.0924345448810066,0.24439803517611983
369,23899,47818,77887.7949346765,29108.71312882254,1.086002147627106,6.0,1.674785,1506.685,1.833987,1124.346,0.5883902,607.5868,0.6311432,594.0283,284672,0.3481584433580039,4967,0.0851257090952715,0.3227306386345065
371,19664,39364,205409.30072775536,50235.36097590951,1.683577277772892,10.0,1.109831,1147.932,1.216448,713.8605,0.3337808,600.4539,0.2412811,486.1584,234617,0.9181795742530664,5405,0.1127239358485057,0.09572619075693499
373,26002,52020,44375.91042839897,24680.132916120525,0.9598773891858728,5.0,2.775268,3441.319,4.599846,3743.582,1.189664,1982.855,0.3045516,421.03,268499,0.1983603196149434,4955,0.0872297725512287,0.1362345213183958
374,11048,22116,106648.8121160826,34359.86735838637,1.8937678986140696,6.0,3.390026,2159.937,2.462731,1369.866,1.265388,990.7625,0.4114094,478.8452,102080,0.4767201901588893,2263,0.1014252420222301,0.06686540595506954
375,50685,101390,149264.30089561903,79668.31296277524,1.2840306100375396,6.0,0.7296575,736.7321,0.3824878,443.4109,0.4688163,551.8535,0.2077289,343.4183,526857,0.6672114250034171,10885,0.0986237077440223,0.10407431446740359
377,25401,50858,325282.32070649695,67656.33626260677,1.727982633149175,15.0,0.2892611,526.4941,0.2329835,337.3821,0.1229329,259.887,0.176126,321.9923,311037,1.4540119735580417,5808,0.0921407494368118,0.09600452061475329
378,91801,184338,131175.4775356517,82655.41009871861,0.961892857649661,185.0,1.024383,1850.879,0.6592115,810.3994,0.5910777,1118.615,0.3031147,558.6581,952665,0.5863543845843632,22105,0.1104156884684162,0.2066904188900128
379,18050,36140,124102.9053720325,42757.883686984336,1.58538550233275,11.0,1.602274,837.6453,1.131814,646.3301,0.7782905,602.5433,0.8056713,640.9305,198189,0.5547399870129853,4455,0.1079869106774936,0.11512474925053161
380,64351,128722,230898.5571846606,95742.08301629731,1.2175665882970923,6.0,0.5257752,566.0864,0.2700819,329.1707,0.3503347,388.3392,0.167727,295.437,873238,1.032116550615433,16279,0.0944613688455624,0.12705031888838209
382,17145,34310,382149.71600892727,52551.79639485564,1.858256275662529,6.0,0.3136057,527.9578,0.2403487,305.5102,0.1495784,302.0418,0.1560151,305.6221,210931,1.708209230559905,3885,0.0905974534769833,0.06738020944471963
383,17054,34128,315176.63703697035,54985.81737933466,1.9276622208185976,6.0,0.4490736,667.3451,0.3010772,414.9451,0.2130696,365.5545,0.1474159,294.5242,197733,1.4088395675552576,4075,0.1000270011536856,0.06756122757322564
384,38938,78060,288061.78310348344,110118.1684369506,1.7846131604811857,47.0,0.4422526,660.2168,0.3063841,363.5857,0.2319034,354.5572,0.1832577,328.7572,372360,1.2876361704725712,7662,0.0965692823473065,0.10156787670159206
386,17054,34128,315176.63703697035,54985.81737933465,1.9276622208185976,6.0,0.4489399,681.003,0.3010335,421.9536,0.2128863,395.9712,0.14685,299.6959,195958,1.4088395675552576,4032,0.099671223395051,0.06756122757322564
387,17750,35520,365546.4019588387,53161.90502557306,1.8416650187698271,6.0,0.4237574,653.8128,0.2537861,309.7919,0.2667746,443.5725,0.2614221,320.3216,223526,1.6339924167560091,4259,0.0941485951765148,0.07641425868407574
388,58010,116048,89373.2321104355,47050.79803409335,0.891361017979258,8.0,2.335581,2030.186,1.450561,1145.711,1.125733,1061.779,0.3635424,474.3102,745239,0.3994983475336467,13503,0.0906071342298091,0.49636923206778105
389,81225,162470,101478.83501658554,48564.53239313548,0.7844090311363846,6.0,1.644225,1877.222,1.358507,1248.968,0.5639196,757.5123,0.4907703,663.2286,1026655,0.4536103925241374,17005,0.0824880791264655,0.22796965577502837
390,84336,168692,101473.70168585892,48611.04055170764,0.7699468323128122,6.0,1.640495,1806.795,1.362785,1260.259,0.5627475,958.2382,0.4761358,681.7053,1080351,0.4535874465357894,18454,0.0852481129373504,0.23739381325481013
393,30676,61372,152210.73859771813,50110.234013525565,1.3083482213605473,6.0,3.024178,1600.289,2.733345,1262.146,0.744457,828.6772,0.2956052,399.3321,407779,0.6803820015318001,7556,0.0930690874154729,0.11633999907491094
394,165764,332036,200334.59355769225,239740.7267399656,1.253878564750267,128.0,0.6989869,1123.116,0.3952217,516.7711,0.4487845,987.9441,0.2296789,358.6666,1316240,0.8954956332028844,27883,0.0962451848067709,0.23377818076787227
395,41031,82082,118451.43468505266,77354.35936182116,1.4008639638164957,6.0,0.9265122,673.4474,0.549694,453.9815,1.092425,735.3608,0.2708572,445.0789,352721,0.5294779130421855,7348,0.0946407181772517,0.08955508783329023
398,31487,62998,65265.09423945746,28684.20613081456,0.9441532819016584,7.0,10.87558,4340.584,11.32561,2950.037,2.172518,2012.078,0.7909753,855.1071,373092,0.2917349712503749,7120,0.0932083573336126,0.16982623579633693
400,40790,81600,88865.29316641095,41446.50988273943,0.9896740147614642,6.0,1.568379,1417.713,1.614112,966.0319,0.4737142,676.9547,0.5990059,724.5665,485177,0.397227860453857,9257,0.093570266145091,0.1336379297199973
403,26696,53412,329584.6096226101,75641.59523347286,1.7947769959922943,6.0,0.3227833,542.0651,0.1958763,278.712,0.2001556,272.2329,0.1668062,335.4288,307733,1.4732432050130673,5545,0.0876610544620978,0.07328578418845516
406,39944,79908,104303.46492567264,35808.012523002355,0.9352737897974056,6.0,2.49966,1755.158,4.501577,2071.287,2.028069,1374.103,0.6583028,698.596,503855,0.4662364882177567,11018,0.108415003739127,0.14255681366546927
407,12930,25880,213044.9212505238,40202.99348835258,1.8855083830741028,6.0,2.224584,593.5401,1.696732,492.7883,0.8617464,388.3107,0.5687086,420.1135,144124,0.9523107979898414,3398,0.1131874354618433,0.07526472266588609
