id,num_vertices,num_faces,volume,surface_area,average_edge_length,genus,max_ver_magdisp,max_hor_magdisp,max_dia_magdisp,max_tor_magdisp,category,num_tets,mass,density,principal_str1,principal_str2,VM_stress
206,21701,43422,204011.32389815745,54180.32657360744,1.6699963498762134,6.0,0.7152556,0.6997947,0.2051936,0.1166436,flat,237198,0.911930617824764,4.470000000000001e-06,943.9287956229241,592.785704377076,826.7791653306402
207,38777,77582,151127.0394929298,54671.86513130024,1.1913026060935623,8.0,0.9312342,0.6065276,0.4696598,0.2645646,butterfly,460262,0.6755378665333962,4.47e-06,1156.0188175624858,513.102982437514,1004.1134989131655
208,44354,88728,209996.00811771204,53949.804852270085,1.0825653631617491,6.0,0.6969683,0.5017601,0.3030898,0.2679689,flat,556579,0.9386821562861728,4.4699999999999996e-06,719.6012290144786,416.4318709855215,627.0239037785323
209,32659,65338,314065.8571252596,68356.73106705426,1.5294029615720528,6.0,0.3483807,0.2399208,0.1899914,0.1708933,block,405046,1.4038743813499104,4.47e-06,577.0499537494702,290.5581462505297,500.65028724590775
211,35123,70274,322314.1428047356,70288.5990925553,1.4837705038355642,8.0,0.4071012,0.254028,0.2171072,0.1614228,block,458237,1.440744218337168,4.4699999999999996e-06,533.2741469108029,286.31435308919714,463.27569022815135
213,31156,62332,166104.31534794136,64287.12336378216,1.5168951578557266,6.0,1.136659,0.6262053,0.5921749,0.2031753,flat,315422,0.7424862896052979,4.47e-06,1039.1526475634678,463.5713524365325,902.196999728441
214,23238,46496,366828.3549824237,54663.40434605303,1.5948680936420665,6.0,0.3548719,0.2096494,0.2215371,0.1792514,block,297466,1.639722746771434,4.4699999999999996e-06,621.1296350446135,326.9411649553865,539.065068431669
217,55765,111606,209578.65913941705,61448.98248015432,1.0363554345469823,20.0,0.7203012,0.3281083,0.5011595,0.1731003,block,721187,0.9368166063531944,4.470000000000001e-06,835.8105106708695,381.34518932913056,725.3753645095138
220,79289,158962,132493.01232177965,83990.81688559282,1.0307581879297594,97.0,5.821193,5.021454,1.803465,0.3698632,block,759965,0.5922437650783551,4.47e-06,4242.878359149273,3582.6316408507273,3954.6153021871796
221,28912,57896,156612.6115947671,46436.63928395021,1.2636398727245457,19.0,1.542481,1.479916,0.482741,0.3820052,other,383431,0.700058373828609,4.47e-06,1529.6570476109557,1170.4119523890442,1385.9394709802443
223,21768,43564,177375.9434675952,46853.873565290174,1.4959614329638278,8.0,2.080375,1.943606,0.6619168,0.4254426,flat,271093,0.7928704673001506,4.47e-06,2072.8550743299347,1740.2299256700653,1928.563795456868
225,18190,36400,277422.2666089026,49236.34994856915,1.7520300110509803,6.0,0.798806,0.5945102,0.3726833,0.2045109,flat,215219,1.2400775317417947,4.47e-06,1009.8509752963762,679.0574247036236,892.2517235808289
228,13179,26378,165645.22477194705,42214.82472763317,1.9208333476982884,6.0,0.8407053,0.414783,0.5190238,0.1446813,arch,130734,0.7404341547306034,4.47e-06,783.9431020252755,492.00749797472463,686.7381772512434
229,21455,42930,167859.98501299488,52695.07950750088,1.6584364362754056,6.0,3.074259,2.889285,0.7146143,0.3357922,flat,233119,0.7503341330080872,4.47e-06,1534.191639801527,1153.2353601984732,1383.9739192300553
230,45524,91104,147272.5438031312,108430.16390451182,1.6282708674850217,15.0,1.529611,0.6787544,1.285059,0.3107675,block,362095,0.6583082707999965,4.47e-06,1416.5241322056029,1281.9608677943972,1355.4357291671931
233,45816,91308,356115.3416514155,123904.23418323405,1.7514302092091687,-80.0,0.2890284,0.222412,0.1411676,0.1671259,block,527137,1.5918355771818276,4.47e-06,462.97426653608466,270.9280334639153,404.02041113566275
234,42856,85804,139607.12179273684,51017.98939995533,1.0852677975095446,24.0,1.622845,1.342928,0.5722948,0.2221614,beam,577001,0.6240438344135337,4.47e-06,2353.9331601651916,1150.6378398348083,2039.032927286119
235,53439,106906,142061.53534636326,44046.1525546692,0.9111844036396566,8.0,1.168115,1.11226,0.4371251,0.6223174,flat,749645,0.6350150629982438,4.47e-06,1335.6362013542125,758.8434986457872,1161.0961831611064
236,15182,30384,52057.541203689485,29937.511369187087,1.4494915590373396,6.0,32.47631,29.41071,6.704006,1.741156,beam,148667,0.232697209180492,4.47e-06,7843.470956226483,7607.118043773517,7728.265984303917
237,47478,94976,251062.2582439223,85321.2853846365,1.334117795929698,6.0,0.458061,0.233478,0.3235666,0.1916095,block,558411,1.122248294350333,4.470000000000001e-06,713.1065560664058,344.81804393359425,618.4988926004962
238,37709,75438,285017.77981504134,53821.78807401307,1.2188981879246297,6.0,0.3660431,0.2457401,0.1936065,0.1719923,block,564406,1.2740294757732349,4.47e-06,556.5462154898706,298.2896845101294,483.353832950014
240,17573,35174,159315.86909008014,43100.87319009568,1.6346660759762992,8.0,2.264069,2.366219,0.5903288,0.3896121,flat,197094,0.7121419348326583,4.47e-06,1567.6415994113163,1151.8664005886835,1407.102746455638
241,25928,51876,198908.2311024236,45302.27087607305,1.3634091847653655,6.0,1.359764,0.9622061,0.6255444,0.4024016,flat,320857,0.8891197930278335,4.47e-06,1147.0193063644679,614.7359936355322,994.734651717125
242,32522,65072,198516.1655788193,48072.1179155355,1.244513426167077,8.0,1.689558,1.116732,0.7626888,0.3165019,flat,408954,0.8873672601373223,4.47e-06,2092.5506621455434,1013.9593378544569,1812.7807100562386
245,107658,215604,159876.02831888327,106895.92223991056,0.9933869661629636,73.0,3.719538,2.450361,1.705823,0.397643,flat,851884,0.7146458465854083,4.47e-06,3261.326606994272,1674.6223930057286,2825.009790171886
246,21131,42310,94207.17152507296,49374.52880780206,1.591544975265761,13.0,15.19392,8.816358,8.881372,1.814512,flat,194075,0.4211060567170762,4.47e-06,7373.020889010237,4620.695110989764,6453.538915155856
247,25389,50798,165685.35977932677,45730.26883653799,1.3957722342759833,6.0,0.8237563,0.4253905,0.5011492,0.2631921,beam,291441,0.7406135582135908,4.47e-06,633.0564340881907,504.8791659118093,580.5317018860468
248,16283,32586,355289.63345710456,46237.40123698925,1.7854168233474528,6.0,0.4596581,0.3774944,0.193701,0.1850583,block,193953,1.5881446615532575,4.47e-06,817.2719759627897,540.0859240372102,720.6745977274834
249,17369,34758,131339.5919705762,41010.183403580486,1.6391046910016862,6.0,1.317854,1.152475,0.3994386,0.4145726,flat,194742,0.5870879761084757,4.47e-06,1088.6671254003486,944.4568745996513,1024.856186775003
252,16219,32458,354432.24121542217,46163.89961415446,1.7902158280087646,6.0,0.4742419,0.3964656,0.2165753,0.1838459,block,193618,1.5843121182329372,4.47e-06,819.5039299483891,562.8543700516108,726.7207569218934
254,31729,63574,130329.18243946244,62146.45763099095,1.4362377334227114,30.0,1.30622,0.7594011,0.6572717,0.2316387,block,345384,0.5825714455043972,4.47e-06,1214.8730817069063,770.5923182930937,1065.4479671968784
255,34659,69338,158133.4786090337,48757.4975186462,1.208487051038263,6.0,0.9631003,0.7284831,0.3544339,0.204898,flat,402134,0.7068566493823807,4.47e-06,1060.8623357256492,662.8286642743508,928.7448404039724
256,49464,98948,165226.77253508777,43711.34670218348,0.93119200991437,6.0,0.6728474,0.5194606,0.2624501,0.1950532,butterfly,700746,0.7385636732318425,4.47e-06,682.4319809110265,468.7196190889737,605.3772849573314
257,49113,98246,165210.96098098558,43707.93760396659,0.9381531179044044,6.0,0.6730908,0.5190626,0.2625405,0.1974495,butterfly,698018,0.7384929955850056,4.47e-06,720.5783210706064,488.52517892939346,637.8351950239733
258,51674,103368,147097.9025798108,48267.50387533924,0.962009018578354,6.0,1.467373,0.9663056,0.6234431,0.2575271,flat,633885,0.6575276245317543,4.47e-06,1058.4813544519561,530.9048455480438,917.2646719720759
259,51998,104016,147089.4917799348,48267.99662816287,0.9584326177402738,6.0,1.475869,0.9582818,0.6358202,0.2534066,block,636358,0.6574900282563085,4.47e-06,1085.7811990308123,536.0837009691877,940.8915272200137
261,38186,76404,190783.0644977915,48405.22686988823,1.1166610374806047,9.0,1.098115,0.9827191,0.2778945,0.2136141,flat,554160,0.852800298305128,4.47e-06,770.4925601523911,670.7990398476089,726.2715711431297
262,38658,77348,156886.98771876015,45398.13595876179,1.0718594041952023,9.0,1.48718,1.397577,0.364809,0.3296258,flat,526891,0.701284835102858,4.47e-06,910.4614847242747,865.1674152757255,889.3842276396687
266,15576,31172,142361.70054896042,45414.466175386144,1.8286792178033164,6.0,4.944237,2.204192,3.130641,1.759051,butterfly,148566,0.6363568014538531,4.47e-06,1618.2819571447033,1100.773042855297,1432.1607092896386
267,17283,34586,162175.1140246939,46715.14017823905,1.7523911145779096,6.0,0.952322,0.3784575,0.7145488,0.1881966,block,176805,0.7249227596903818,4.47e-06,796.1131821619869,582.980717838013,714.4728880551801
268,14850,29724,114949.45238728724,40880.83968339803,1.7693989669799122,7.0,1.657627,1.186607,1.744372,0.7128534,flat,143809,0.513824052171174,4.47e-06,2198.213085868316,1052.8429141316842,1905.683204919433
269,52632,105308,143287.11112888058,57536.02805980552,1.0660710691825968,12.0,2.194019,1.874961,0.6741613,0.3268635,flat,693003,0.6404933867460962,4.47e-06,3128.688627109395,1521.1853728906049,2710.0492530601728
270,64210,128440,97991.63217824908,42192.19955065573,0.8187626935468106,6.0,4.203918,3.299637,1.383612,0.4345464,arch,813880,0.4380225958367734,4.4699999999999996e-06,7062.8622060479265,4383.834793952074,6175.841649663873
271,20134,40304,224108.68689999887,43251.97392412054,1.4812508234903172,10.0,0.2989962,0.2176644,0.1452333,0.1696861,flat,228641,1.001765830442995,4.47e-06,348.87276747229464,255.97353252770537,314.6074572318495
275,53730,107492,124773.3504462832,59353.74652109193,1.048328025541398,9.0,1.100473,0.7671265,0.4899016,0.2246894,block,709795,0.557736876494886,4.47e-06,1324.3531295476805,1146.0788704523193,1245.2072941273673
279,11319,22674,104803.6974903254,35070.26910953331,1.888797521662753,10.0,1.771454,2.610341,0.6139008,0.4266988,beam,102770,0.4684725277817546,4.47e-06,2055.308434168309,1274.472565831691,1797.3876350000296
280,22637,45294,237919.80642606763,56369.07323888151,1.6306730747622122,6.0,0.6369593,0.6552311,0.2161268,0.1959465,flat,298914,1.0635015347245225,4.47e-06,791.6552417723233,459.8972582276767,689.2365643944538
281,308930,619300,157133.2499849691,133063.18280864725,0.6952361201643559,361.0,2.140411,1.323296,1.271203,0.4294983,block,3020741,0.702385627432812,4.47e-06,3150.053127574055,1294.620872425945,2743.200549477198
282,58623,117226,122229.448521868,127342.88246375496,1.562203625440323,-4.0,0.8553409,0.6194211,0.4960758,0.3769149,block,315081,0.54636563489275,4.47e-06,732.8430147679923,572.1447852320076,668.3201612021066
284,34692,69368,378010.1916909661,78944.79603856694,1.576781552412096,-3.0,0.2692679,0.2154864,0.119032,0.1519254,block,467501,1.6897055568586186,4.47e-06,554.7996099281173,307.9934900718828,482.3521179084529
285,32692,65472,191632.0817336815,46318.286698775046,1.1978153276217696,23.0,0.622995,0.3896522,0.3107042,0.1756474,arch,416762,0.8565954053495564,4.47e-06,855.7595472242482,579.9054527757518,757.1868635444291
289,34582,69184,292597.53697927203,47017.3156476447,1.1459502574366962,6.0,0.2732325,0.2407945,0.1415006,0.1700354,flat,468719,1.307910990297346,4.47e-06,503.43246798837015,335.50103201162983,445.05499317215845
290,28879,57778,275000.10318770783,45523.18148325169,1.2465702182920937,6.0,0.2813661,0.2629905,0.1433292,0.1686789,flat,383200,1.2292504612490542,4.47e-06,528.5091666244589,329.0724333755411,463.2663123856406
291,34922,69864,257165.0956523749,48264.36036180057,1.1534013421629692,6.0,0.5529662,0.5967259,0.1783509,0.1882942,flat,455701,1.149527977566116,4.47e-06,822.824874880557,507.58542511944296,719.8564670827026
293,36388,72808,145496.3036476466,43295.47508696051,1.0853451858336178,9.0,1.470153,1.138746,0.5088692,0.2996038,flat,483403,0.6503684773049804,4.47e-06,1041.2128067333067,900.6874932666933,979.0735367574235
295,20263,40546,95027.69756029383,35614.53386108298,1.3790707669790088,6.0,3.290421,3.225575,0.7095117,0.778734,beam,224017,0.4247738080945135,4.47e-06,2374.2954697035366,1930.2915302964632,2186.8819153760905
296,50033,100094,125562.27211918271,44507.72524092964,0.9431662947730248,8.0,1.544969,1.186117,0.6963984,0.2643672,arch,610285,0.5612633563727468,4.47e-06,1386.6148905782136,1265.7981094217864,1330.6884615863326
297,14950,29920,163058.1890155358,40693.503601405086,1.7210877008956815,6.0,0.9278451,0.7127613,0.4060957,0.4178403,flat,185362,0.7288701048994451,4.47e-06,1809.9609647220855,635.4074352779143,1591.6826094033192
302,28135,56306,191366.7524591725,44857.79927336983,1.3040327166759298,10.0,0.8870167,0.8133544,0.2993334,0.1378327,flat,372831,0.8554093834925012,4.47e-06,1221.5001949797697,844.1470050202306,1083.7155074079362
306,54605,109230,119837.53262532482,49863.11571572944,0.956874595446712,6.0,0.8717233,0.5628148,0.5211432,0.3384041,flat,641437,0.535673770835202,4.47e-06,855.462611111114,507.483088888886,745.9853500583172
308,49320,98660,111082.41763744965,37714.39341812295,0.8805637788183729,6.0,3.75937,5.955966,2.352173,0.5770165,flat,644993,0.4965384068394,4.47e-06,3055.361010702637,2929.036989297363,2994.790723638131
309,48201,96422,112630.8068348422,37863.30724180728,0.8952053934719711,6.0,3.480072,5.092356,2.01304,0.5697177,flat,637735,0.5034597065517447,4.47e-06,2777.741908120289,2489.539091879711,2646.0655620575617
310,24005,48030,120874.51394662033,64869.88366006765,1.7369255843325175,6.0,0.8732155,0.5812249,0.4364776,0.3754287,arch,233700,0.5403090773413929,4.47e-06,821.1073290316816,649.5264709683184,751.1200594218809
311,23483,46986,235442.3753709609,48414.01639731873,1.4975151421079846,6.0,0.9912639,0.8680817,0.2797537,0.3346863,flat,309969,1.0524274179081952,4.47e-06,1176.4168998781154,709.9106001218847,1026.9342386434735
312,38226,76472,123949.41373787478,47748.446854819726,1.1056672473231075,6.0,2.403704,1.206253,1.469867,0.3563106,arch,435012,0.5540538794083003,4.47e-06,1739.7153832347078,1130.8766167652918,1529.4176752225012
316,57489,115026,100569.88685726456,67679.92813309208,1.0934462569590486,13.0,1.293694,0.8375552,0.6981165,0.2800864,block,569217,0.4495473942519726,4.47e-06,1104.676854646128,658.6565453538718,963.3035450026953
318,27361,55010,134599.62569289884,55323.14246651078,1.4667182960081628,73.0,2.164655,2.029508,0.7165384,0.5143748,flat,301454,0.6016603268472579,4.47e-06,3372.6171227796535,2185.970877220346,2963.5382946422337
319,34293,68606,178480.58833962775,58862.87235186711,1.296423375921617,6.0,0.8362415,0.4983049,0.4848632,0.2071774,flat,442395,0.7978082298781362,4.47e-06,802.171241553461,411.53225844653906,695.4245077793635
320,41087,82194,126256.00596293832,42007.79288108746,1.014577163206272,6.0,0.6157697,0.4243356,0.4540232,0.2325185,block,548295,0.5643643466543343,4.47e-06,840.3792980610262,552.8045019389738,740.4459477700517
321,24303,48626,166045.7709185421,45626.55690258305,1.459303528912921,6.0,0.4111013,0.3162469,0.2824826,0.1968237,block,272483,0.7422245960058833,4.47e-06,634.636452577207,341.9038474227931,551.0437695604497
322,17104,34228,115691.89647017707,33522.39671450241,1.4787762200223418,6.0,1.258506,1.108969,0.3432556,0.4054727,butterfly,177953,0.5171427772216916,4.47e-06,1410.0478092270469,887.1415907729535,1235.2729463327369
323,19240,38508,113769.6633199028,33618.981956635434,1.3789356720162145,8.0,1.267838,1.154967,0.3443564,0.4434206,butterfly,209400,0.5085503950399656,4.47e-06,1319.9807591804874,857.7381408195124,1160.8375083215608
324,26495,53094,108644.48513577496,56622.074196041256,1.5204266206493326,27.0,0.9586688,0.8429097,0.4142107,0.412379,arch,249552,0.4856408485569141,4.47e-06,1586.7014744677617,927.4937255322384,1381.325111557102
325,56889,113798,150771.30469893344,78292.71337223951,1.173693154491608,6.0,0.952305,0.684612,0.6410376,0.2259017,block,538189,0.6739477320042325,4.47e-06,990.7519496276856,874.7545503723144,938.6705304637351
329,20413,40846,312568.6578050684,49263.53237672868,1.6298875347192043,6.0,0.3365807,0.2614651,0.1430147,0.1747692,block,246471,1.397181900388656,4.47e-06,590.5105404859642,332.7952595140358,513.7110036910246
331,42264,84548,355166.27919474395,60111.26315712631,1.186737683392459,6.0,0.3225254,0.2691086,0.1511562,0.09422731,block,586794,1.5875932680005056,4.47e-06,636.9369537561117,333.9780462438883,552.3688374057682
332,70760,141540,237291.7119023809,61311.19485582056,0.9191522669363696,6.0,1.135088,1.275693,0.2873992,0.1972927,flat,1021944,1.0606939522036427,4.47e-06,1300.9897089607878,952.062791039212,1166.7780452068635
335,31934,63924,160036.7213670966,76243.09315133619,1.599260315880226,15.0,0.7315121,0.5184712,0.6045513,0.2690755,block,296250,0.7153641445109218,4.47e-06,653.8636637319667,576.6072362680334,619.6041398546897
336,31934,63924,160036.7213670966,76243.09315133619,1.599260315880226,15.0,0.7309631,0.5185261,0.6039966,0.268773,block,296070,0.7153641445109218,4.47e-06,653.7361087195897,572.0590912804104,617.7320269899238
337,42820,85680,126741.91388864005,37080.17876018041,0.9398221549850736,11.0,1.077461,0.7637237,0.4301676,0.466491,butterfly,598078,0.5665363550822211,4.47e-06,1310.565608234602,878.2046917653981,1157.4791952376897
339,14720,29460,96730.02645240456,34061.21824714015,1.5923908771233823,6.0,2.177333,3.246701,1.047281,1.70267,flat,148294,0.4323832182422484,4.47e-06,1575.866573792619,1505.544426207381,1544.2602488120322
342,45218,90480,164182.4233599321,42940.87076586608,0.9749776327290048,12.0,0.7365363,0.6074721,0.2737251,0.2079958,arch,633632,0.7338954324188965,4.47e-06,986.7591339254635,713.5778660745365,883.176682788178
345,34632,69312,194246.6595591273,57676.837010489005,1.3451383874594651,13.0,1.150319,1.027054,0.3563221,0.1945542,flat,439357,0.8682825682292991,4.47e-06,1467.7968564888763,1026.075143511124,1305.3816525763646
348,16442,32904,256150.02682925208,46808.012079466665,1.782161484018836,6.0,0.3608078,0.2364168,0.1916051,0.1514152,flat,197162,1.144990619926757,4.47e-06,500.5861008200413,309.42499917995866,438.6676900752892
351,19987,39994,178069.77509651604,55500.99556458634,1.7539100687877518,6.0,1.771523,1.069471,0.8296214,0.2275451,flat,190859,0.7959718946814267,4.47e-06,1580.8561145500532,739.3024854499465,1370.364885852363
356,37346,74720,152162.84276355233,40332.35599700752,1.018391956479784,8.0,0.4234447,0.6168718,0.3195722,0.1890565,flat,480303,0.680167907153079,4.47e-06,688.7729575471383,532.7439424528618,626.6159769028156
357,35551,71126,208804.6337554932,48578.64460534093,1.2047396360153433,7.0,2.760831,1.487109,1.346834,0.642288,flat,439409,0.9333567128870548,4.47e-06,984.0529101736901,707.1808898263099,879.9005380746395
361,31952,63928,109599.15611892268,43552.64191236792,1.1818868340947546,7.0,1.087524,0.5473148,0.7276161,0.2096473,flat,373156,0.4899082278515844,4.47e-06,873.1799946715147,527.8342053284854,762.3616257479978
362,32699,65414,289097.2459305024,54163.04051374482,1.285614124646511,5.0,1.652304,0.8114655,0.9475518,0.3814609,other,430107,1.292264689309346,4.47e-06,1960.921239523073,660.677160476927,1728.7903423612595
364,79513,159054,104421.01460352234,75654.31039711449,0.9735913553738444,8.0,0.9857747,0.7249834,0.8514802,0.4816047,block,825015,0.4667619352777449,4.47e-06,979.2013310315488,620.6500689684513,859.7004268730882
365,53009,106194,125169.18066793193,46601.87365398818,0.9559051016760766,45.0,1.440166,0.8988599,0.9487884,0.6095687,butterfly,665095,0.5595062375856558,4.47e-06,2006.4277062119131,812.8356937880867,1748.6738947660765
366,29997,60014,259886.75840306823,49692.327047807565,1.2845996367930448,6.0,0.9306367,0.7336534,0.3689364,0.2891013,flat,617630,1.1616938100617151,4.47e-06,1050.4573979460426,525.5974020539572,910.3918610228454
369,23899,47818,77887.7949346765,29108.71312882254,1.086002147627106,6.0,1.674785,1.833987,0.5883902,0.6311432,butterfly,284672,0.3481584433580039,4.4699999999999996e-06,1508.2675804822868,1122.7634195177131,1357.8745189563724
371,19664,39364,205409.30072775536,50235.36097590951,1.683577277772892,10.0,1.109831,1.216448,0.3337808,0.2412811,flat,234617,0.9181795742530664,4.4699999999999996e-06,1149.3109259676705,712.4815740323295,1005.5551777492124
373,26002,52020,44375.91042839897,24680.132916120525,0.9598773891858728,5.0,2.775268,4.599846,1.189664,0.3045516,arch,268499,0.1983603196149434,4.47e-06,3750.0055230625794,3434.8954769374204,3602.9757757757684
374,11048,22116,106648.8121160826,34359.86735838637,1.8937678986140696,6.0,3.390026,2.462731,1.265388,0.4114094,arch,102080,0.4767201901588893,4.47e-06,2161.189032935683,1368.613967064317,1894.0552438044144
375,50685,101390,149264.30089561903,79668.31296277524,1.2840306100375396,6.0,0.7296575,0.3824878,0.4688163,0.2077289,arch,526857,0.6672114250034171,4.47e-06,738.6015814392829,441.54141856071715,644.513913961002
377,25401,50858,325282.32070649695,67656.33626260677,1.727982633149175,15.0,0.2892611,0.2329835,0.1229329,0.176126,flat,311037,1.4540119735580417,4.470000000000001e-06,527.8585052118214,336.01769478817863,463.83043403770955
378,91801,184338,131175.4775356517,82655.41009871861,0.961892857649661,185.0,1.024383,0.6592115,0.5910777,0.3031147,arch,952665,0.5863543845843632,4.47e-06,1851.952986988259,809.325413011741,1608.595924521991
379,18050,36140,124102.9053720325,42757.883686984336,1.58538550233275,11.0,1.602274,1.131814,0.7782905,0.8056713,flat,198189,0.5547399870129853,4.47e-06,840.7445718508236,643.2308281491764,762.7104940044879
380,64351,128722,230898.5571846606,95742.08301629731,1.2175665882970923,6.0,0.5257752,0.2700819,0.3503347,0.167727,block,873238,1.032116550615433,4.47e-06,567.714358597946,327.5427414020541,494.48906363535485
382,17145,34310,382149.71600892727,52551.79639485564,1.858256275662529,6.0,0.3136057,0.2403487,0.1495784,0.1560151,flat,210931,1.708209230559905,4.47e-06,529.3074226469108,304.16057735308925,461.0882990440335
383,17054,34128,315176.63703697035,54985.81737933466,1.9276622208185976,6.0,0.4490736,0.3010772,0.2130696,0.1474159,flat,197733,1.4088395675552576,4.47e-06,668.7851975399188,413.50500246008113,585.3183538502872
384,38938,78060,288061.78310348344,110118.1684369506,1.7846131604811857,47.0,0.4422526,0.3063841,0.2319034,0.1832577,block,372360,1.2876361704725712,4.47e-06,661.4073019571115,362.3951980428885,574.5305388462566
386,17054,34128,315176.63703697035,54985.81737933465,1.9276622208185976,6.0,0.4489399,0.3010335,0.2128863,0.14685,flat,195958,1.4088395675552576,4.47e-06,682.5226402443998,420.43395975560026,597.1141100335514
387,17750,35520,365546.4019588387,53161.90502557306,1.8416650187698271,6.0,0.4237574,0.2537861,0.2667746,0.2614221,flat,223526,1.6339924167560091,4.47e-06,655.0973799610538,308.5073200389463,568.4962370087686
388,58010,116048,89373.2321104355,47050.79803409335,0.891361017979258,8.0,2.335581,1.450561,1.125733,0.3635424,flat,745239,0.3994983475336467,4.4699999999999996e-06,2031.384837489667,1144.512162510333,1764.3442763448973
389,81225,162470,101478.83501658554,48564.53239313548,0.7844090311363846,6.0,1.644225,1.358507,0.5639196,0.4907703,arch,1026655,0.4536103925241374,4.47e-06,1878.4254368896222,1247.7645631103778,1656.3681710634264
390,84336,168692,101473.70168585892,48611.04055170764,0.7699468323128122,6.0,1.640495,1.362785,0.5627475,0.4761358,arch,1080351,0.4535874465357894,4.47e-06,1808.5427050497299,1258.5112949502702,1606.4405030068808
393,30676,61372,152210.73859771813,50110.234013525565,1.3083482213605473,6.0,3.024178,2.733345,0.744457,0.2956052,flat,407779,0.6803820015318001,4.47e-06,1602.722162654547,1259.712837345453,1462.129637393005
394,165764,332036,200334.59355769225,239740.7267399656,1.253878564750267,128.0,0.6989869,0.3952217,0.4487845,0.2296789,block,1316240,0.8954956332028844,4.47e-06,1124.7409885374695,515.1461114625305,975.7498965429666
395,41031,82082,118451.43468505266,77354.35936182116,1.4008639638164957,6.0,0.9265122,0.549694,1.092425,0.2708572,block,352721,0.5294779130421855,4.47e-06,676.7484321279534,450.6804678720465,597.8622426495169
398,31487,62998,65265.09423945746,28684.20613081456,0.9441532819016584,7.0,10.87558,11.32561,2.172518,0.7909753,butterfly,373092,0.2917349712503749,4.47e-06,4342.029466156549,2948.591533843451,3840.1960778216785
400,40790,81600,88865.29316641095,41446.50988273943,0.9896740147614642,6.0,1.568379,1.614112,0.4737142,0.5990059,beam,485177,0.397227860453857,4.47e-06,1419.2068044744226,964.5380955255771,1256.0956821603638
403,26696,53412,329584.6096226101,75641.59523347286,1.7947769959922943,6.0,0.3227833,0.1958763,0.2001556,0.1668062,block,307733,1.4732432050130673,4.47e-06,543.0947922039842,277.68230779601583,471.4423491062403
406,39944,79908,104303.46492567264,35808.012523002355,0.9352737897974056,6.0,2.49966,4.501577,2.028069,0.6583028,flat,503855,0.4662364882177567,4.47e-06,2075.5754770600156,1750.869522939984,1934.3194126066664
407,12930,25880,213044.9212505238,40202.99348835258,1.8855083830741028,6.0,2.224584,1.696732,0.8617464,0.5687086,flat,144124,0.9523107979898414,4.47e-06,597.2571015750682,489.07129842493197,552.327633442389
411,18917,37854,463447.0885232485,53981.05035209836,1.8007998824098308,6.0,0.2275427,0.1809143,0.1139456,0.1707577,block,237124,2.071608485698921,4.47e-06,438.832171671527,270.9389283284729,384.77129488696266
412,37772,75592,354376.85156926565,61357.217597986935,1.2629102057871182,13.0,0.7178596,0.6098474,0.2542319,0.3966662,other,601132,1.5840645265146176,4.47e-06,559.7186898669249,516.343910133075,540.4986195333065
413,37773,75594,354373.43182877667,61357.69376371445,1.263664112447546,13.0,0.7189599,0.6102877,0.2546302,0.3991471,other,607793,1.5840492402746318,4.47e-06,553.9965391628537,509.49106083714634,534.3675390021273
415,23143,46326,115443.5408880028,37160.75172600907,1.2745344938177623,11.0,1.37742,1.033991,0.7759161,0.8086874,arch,301845,0.5160326277693725,4.47e-06,770.3291101400713,600.0521898599287,702.4656629561974
416,21790,43604,178271.98341671325,55536.49036267856,1.6874907715115477,7.0,1.808012,1.651725,0.457727,0.2224564,flat,226199,0.7968757658727083,4.47e-06,1451.212185991817,939.0701140081828,1275.2958923109138
417,18037,36094,242307.74846311603,44004.97370740044,1.650717939021407,6.0,0.4594259,0.4039926,0.1663279,0.1822153,arch,220815,1.0831156356301288,4.47e-06,802.2286828186715,476.1305171813284,699.5780874785817
418,85332,170684,90158.82064365844,95704.45222157384,1.0459321119206482,6.0,7.591244,3.28049,4.943811,1.893163,flat,461100,0.4030099282771532,4.4699999999999996e-06,5455.276771242672,2032.864228757328,4775.935196607153
419,83868,167756,114650.7272674184,112098.61529809366,1.131607504234563,6.0,4.188571,1.409039,2.848556,0.9895527,block,463179,0.5124887508853603,4.47e-06,2559.34168148536,1808.1583185146403,2279.2582576581794
420,36274,72576,195129.0200576445,49310.04452075585,1.1461957644021454,8.0,0.5213205,0.6112541,0.2154832,0.2088428,other,493966,0.872226719657671,4.47e-06,536.7357372844497,415.60316271555024,488.7599057610699
421,16475,32970,263907.6409787912,43966.5989668318,1.718791040954594,6.0,0.5845137,0.4937318,0.199273,0.2462165,flat,201247,1.179667155175197,4.47e-06,741.057862293374,408.3121377066259,643.7643226741211
422,17622,35292,104505.48655226048,43251.226679013846,1.639764403933628,13.0,2.085291,2.440661,0.7702944,0.5027558,flat,171267,0.4671395248886044,4.47e-06,1430.7851141867272,1353.586885813273,1394.6012642486742
424,40477,80974,362313.7921067955,56755.05606988915,1.1638766750993912,6.0,0.2907481,0.2019423,0.1604398,0.1663766,block,561561,1.619542650717376,4.47e-06,598.5126912398217,368.3587087601783,523.8261611192399
425,44852,89748,132636.10009956933,82804.74424829082,1.3765084353123709,12.0,0.8791569,0.5742525,0.5079546,0.3504729,block,396728,0.592883367445075,4.47e-06,961.482958124052,686.1354418759479,858.3423971426786
